,Begin,End,class,Count,From,To
103,0,3600,jeepney,0.0,west_luna_2,south_osmena_1
104,0,3600,bicycle_tricycle,0.0,west_luna_2,south_osmena_1
105,0,3600,largeTrucks,1.0,west_luna_2,south_osmena_1
106,0,3600,smallTrucks,3.0,west_luna_2,south_osmena_1
107,0,3600,buses,0.0,west_luna_2,south_osmena_1
108,0,3600,motorela,21.0,west_recto_0,west_recto_1
109,0,3600,taxi,5.0,west_luna_2,south_osmena_1
110,0,3600,taxi,59.0,north_corrales_1,north_corrales_2
111,0,3600,smallTrucks,19.0,north_corrales_1,north_corrales_2
112,0,3600,jeepney,17.0,west_recto_2,south_osmena_3
113,0,3600,motorela,3.0,west_recto_2,south_osmena_3
114,0,3600,others,4.0,west_recto_2,south_osmena_3
115,0,3600,cars_SUV,13.0,east_florentino_0,south_osmena_2
116,0,3600,motorcycles_scooters,4.0,east_florentino_0,south_osmena_2
117,0,3600,taxi,8.0,east_florentino_0,south_osmena_2
118,0,3600,buses,1.0,east_florentino_0,south_osmena_2
119,0,3600,smallTrucks,6.0,east_florentino_0,south_osmena_2
120,0,3600,buses,0.0,north_corrales_1,north_corrales_2
121,0,3600,largeTrucks,1.0,east_florentino_0,south_osmena_2
122,0,3600,jeepney,0.0,east_florentino_0,south_osmena_2
123,0,3600,motorela,1.0,east_florentino_0,south_osmena_2
124,0,3600,others,1.0,east_florentino_0,south_osmena_2
125,0,3600,others,0.0,north_corrales_1,north_corrales_2
126,0,3600,motorela,16.0,north_corrales_1,north_corrales_2
127,0,3600,jeepney,2.0,north_corrales_1,north_corrales_2
128,0,3600,bicycle_tricycle,0.0,north_corrales_1,north_corrales_2
129,0,3600,largeTrucks,5.0,north_corrales_1,north_corrales_2
130,0,3600,bicycle_tricycle,0.0,east_florentino_0,south_osmena_2
131,0,3600,motorcycles_scooters,3.0,west_luna_2,south_osmena_1
132,0,3600,cars_SUV,5.0,west_luna_2,south_osmena_1
133,0,3600,cars_SUV,13.0,north_roa_0,east_luna_1
134,0,3600,largeTrucks,2.0,south_osmena_1,west_florentino_0
135,0,3600,bicycle_tricycle,0.0,south_osmena_1,west_florentino_0
136,0,3600,jeepney,1.0,south_osmena_1,west_florentino_0
137,0,3600,motorela,2.0,south_osmena_1,west_florentino_0
138,0,3600,others,2.0,south_osmena_1,west_florentino_0
139,0,3600,others,0.0,east_recto_2,east_recto_3
140,0,3600,motorela,16.0,east_recto_2,east_recto_3
141,0,3600,jeepney,81.0,east_recto_2,east_recto_3
142,0,3600,smallTrucks,10.0,south_osmena_1,west_florentino_0
143,0,3600,bicycle_tricycle,0.0,east_recto_2,east_recto_3
144,0,3600,smallTrucks,18.0,east_recto_2,east_recto_3
145,0,3600,buses,16.0,east_recto_2,east_recto_3
146,0,3600,taxi,131.0,east_recto_2,east_recto_3
147,0,3600,motorcycles_scooters,85.0,east_recto_2,east_recto_3
148,0,3600,cars_SUV,153.0,east_recto_2,east_recto_3
149,0,3600,cars_SUV,140.0,west_recto_2,west_recto_3
150,0,3600,motorcycles_scooters,57.0,west_recto_2,west_recto_3
151,0,3600,taxi,135.0,west_recto_2,west_recto_3
152,0,3600,largeTrucks,0.0,east_recto_2,east_recto_3
153,0,3600,buses,1.0,south_osmena_1,west_florentino_0
154,0,3600,taxi,14.0,south_osmena_1,west_florentino_0
155,0,3600,motorcycles_scooters,7.0,south_osmena_1,west_florentino_0
156,0,3600,motorcycles_scooters,7.0,north_roa_0,east_luna_1
157,0,3600,taxi,9.0,north_roa_0,east_luna_1
158,0,3600,buses,0.0,north_roa_0,east_luna_1
159,0,3600,smallTrucks,7.0,north_roa_0,east_luna_1
160,0,3600,largeTrucks,1.0,north_roa_0,east_luna_1
161,0,3600,jeepney,1.0,north_roa_0,east_luna_1
162,0,3600,motorela,1.0,north_roa_0,east_luna_1
163,0,3600,others,1.0,north_roa_0,east_luna_1
164,0,3600,others,5.0,west_luna_1,west_luna_2
165,0,3600,motorela,6.0,west_luna_1,west_luna_2
166,0,3600,jeepney,5.0,west_luna_1,west_luna_2
167,0,3600,bicycle_tricycle,6.0,west_luna_1,west_luna_2
168,0,3600,largeTrucks,6.0,west_luna_1,west_luna_2
169,0,3600,smallTrucks,31.0,west_luna_1,west_luna_2
170,0,3600,buses,0.0,west_luna_1,west_luna_2
171,0,3600,taxi,38.0,west_luna_1,west_luna_2
172,0,3600,motorcycles_scooters,32.0,west_luna_1,west_luna_2
173,0,3600,cars_SUV,56.0,west_luna_1,west_luna_2
174,0,3600,cars_SUV,24.0,south_osmena_1,west_florentino_0
175,0,3600,smallTrucks,75.0,west_recto_2,west_recto_3
176,0,3600,bicycle_tricycle,1.0,west_recto_2,south_osmena_3
177,0,3600,bicycle_tricycle,0.0,east_recto_0,north_osmena_1
178,0,3600,smallTrucks,6.0,east_recto_0,north_osmena_1
179,0,3600,jeepney,3.0,north_osmena_1,north_osmena_2
180,0,3600,motorela,10.0,north_osmena_1,north_osmena_2
181,0,3600,others,8.0,north_osmena_1,north_osmena_2
182,0,3600,others,18.0,east_recto_0,east_recto_1
183,0,3600,others,0.0,south_corrales_1,south_corrales_2
184,0,3600,motorela,4.0,south_corrales_1,south_corrales_2
185,0,3600,jeepney,21.0,south_corrales_1,south_corrales_2
186,0,3600,bicycle_tricycle,0.0,south_corrales_1,south_corrales_2
187,0,3600,bicycle_tricycle,1.0,north_osmena_1,north_osmena_2
188,0,3600,largeTrucks,0.0,south_corrales_1,south_corrales_2
189,0,3600,buses,4.0,south_corrales_1,south_corrales_2
190,0,3600,taxi,35.0,south_corrales_1,south_corrales_2
191,0,3600,motorcycles_scooters,23.0,south_corrales_1,south_corrales_2
192,0,3600,cars_SUV,41.0,south_corrales_1,south_corrales_2
193,0,3600,cars_SUV,17.0,south_osmena_2,east_recto_1
194,0,3600,motorcycles_scooters,7.0,south_osmena_2,east_recto_1
195,0,3600,taxi,17.0,south_osmena_2,east_recto_1
196,0,3600,buses,0.0,south_osmena_2,east_recto_1
197,0,3600,smallTrucks,5.0,south_corrales_1,south_corrales_2
198,0,3600,smallTrucks,9.0,south_osmena_2,east_recto_1
199,0,3600,largeTrucks,8.0,north_osmena_1,north_osmena_2
200,0,3600,buses,5.0,north_osmena_1,north_osmena_2
201,0,3600,largeTrucks,0.0,north_corrales_0,west_recto_1
202,0,3600,bicycle_tricycle,0.0,north_corrales_0,west_recto_1
203,0,3600,jeepney,6.0,north_corrales_0,west_recto_1
204,0,3600,motorela,1.0,north_corrales_0,west_recto_1
205,0,3600,others,0.0,north_corrales_0,west_recto_1
206,0,3600,others,3.0,south_roa_0,south_roa_1
207,0,3600,motorela,3.0,south_roa_0,south_roa_1
208,0,3600,jeepney,3.0,south_roa_0,south_roa_1
209,0,3600,smallTrucks,52.0,north_osmena_1,north_osmena_2
210,0,3600,bicycle_tricycle,3.0,south_roa_0,south_roa_1
211,0,3600,smallTrucks,17.0,south_roa_0,south_roa_1
212,0,3600,buses,0.0,south_roa_0,south_roa_1
213,0,3600,taxi,21.0,south_roa_0,south_roa_1
214,0,3600,motorcycles_scooters,18.0,south_roa_0,south_roa_1
215,0,3600,cars_SUV,31.0,south_roa_0,south_roa_1
216,0,3600,cars_SUV,121.0,north_osmena_1,north_osmena_2
217,0,3600,motorcycles_scooters,37.0,north_osmena_1,north_osmena_2
218,0,3600,taxi,72.0,north_osmena_1,north_osmena_2
219,0,3600,largeTrucks,4.0,south_roa_0,south_roa_1
220,0,3600,largeTrucks,4.0,south_osmena_2,east_recto_1
221,0,3600,bicycle_tricycle,0.0,south_osmena_2,east_recto_1
222,0,3600,jeepney,11.0,south_osmena_2,east_recto_1
223,0,3600,jeepney,3.0,north_osmena_2,north_osmena_3
224,0,3600,bicycle_tricycle,1.0,north_osmena_2,north_osmena_3
225,0,3600,largeTrucks,12.0,north_osmena_2,north_osmena_3
226,0,3600,smallTrucks,46.0,north_osmena_2,north_osmena_3
227,0,3600,buses,5.0,north_osmena_2,north_osmena_3
228,0,3600,taxi,66.0,north_osmena_2,north_osmena_3
229,0,3600,motorcycles_scooters,38.0,north_osmena_2,north_osmena_3
230,0,3600,cars_SUV,70.0,north_osmena_2,north_osmena_3
231,0,3600,motorela,8.0,north_osmena_2,north_osmena_3
232,0,3600,cars_SUV,22.0,south_roa_0,west_luna_2
233,0,3600,taxi,15.0,south_roa_0,west_luna_2
234,0,3600,buses,0.0,south_roa_0,west_luna_2
235,0,3600,smallTrucks,12.0,south_roa_0,west_luna_2
236,0,3600,largeTrucks,2.0,south_roa_0,west_luna_2
237,0,3600,bicycle_tricycle,2.0,south_roa_0,west_luna_2
238,0,3600,jeepney,2.0,south_roa_0,west_luna_2
239,0,3600,motorela,2.0,south_roa_0,west_luna_2
240,0,3600,others,2.0,south_roa_0,west_luna_2
241,0,3600,motorcycles_scooters,13.0,south_roa_0,west_luna_2
242,0,3600,others,8.0,north_osmena_2,north_osmena_3
243,0,3600,others,0.0,south_corrales_1,west_recto_1
244,0,3600,motorela,2.0,south_corrales_1,west_recto_1
245,0,3600,motorela,2.0,south_osmena_2,east_recto_1
246,0,3600,others,3.0,south_osmena_2,east_recto_1
247,0,3600,motorela,11.0,east_recto_0,east_recto_1
248,0,3600,jeepney,74.0,east_recto_0,east_recto_1
249,0,3600,bicycle_tricycle,3.0,east_recto_0,east_recto_1
250,0,3600,largeTrucks,27.0,east_recto_0,east_recto_1
251,0,3600,smallTrucks,65.0,east_recto_0,east_recto_1
252,0,3600,buses,2.0,east_recto_0,east_recto_1
253,0,3600,taxi,118.0,east_recto_0,east_recto_1
254,0,3600,motorcycles_scooters,50.0,east_recto_0,east_recto_1
255,0,3600,cars_SUV,122.0,east_recto_0,east_recto_1
256,0,3600,cars_SUV,21.0,south_corrales_1,west_recto_1
257,0,3600,motorcycles_scooters,12.0,south_corrales_1,west_recto_1
258,0,3600,taxi,18.0,south_corrales_1,west_recto_1
259,0,3600,buses,2.0,south_corrales_1,west_recto_1
260,0,3600,smallTrucks,3.0,south_corrales_1,west_recto_1
261,0,3600,largeTrucks,0.0,south_corrales_1,west_recto_1
262,0,3600,bicycle_tricycle,0.0,south_corrales_1,west_recto_1
263,0,3600,jeepney,11.0,south_corrales_1,west_recto_1
264,0,3600,smallTrucks,1.0,north_corrales_0,west_recto_1
265,0,3600,largeTrucks,3.0,east_recto_0,north_osmena_1
266,0,3600,buses,1.0,north_corrales_0,west_recto_1
267,0,3600,motorcycles_scooters,7.0,north_corrales_0,west_recto_1
268,0,3600,motorcycles_scooters,11.0,south_roa_0,east_luna_1
269,0,3600,cars_SUV,20.0,south_roa_0,east_luna_1
270,0,3600,cars_SUV,19.0,north_osmena_1,west_florentino_0
271,0,3600,motorcycles_scooters,6.0,north_osmena_1,west_florentino_0
272,0,3600,taxi,11.0,north_osmena_1,west_florentino_0
273,0,3600,buses,1.0,north_osmena_1,west_florentino_0
274,0,3600,smallTrucks,8.0,north_osmena_1,west_florentino_0
275,0,3600,largeTrucks,1.0,north_osmena_1,west_florentino_0
276,0,3600,taxi,14.0,south_roa_0,east_luna_1
277,0,3600,bicycle_tricycle,0.0,north_osmena_1,west_florentino_0
278,0,3600,motorela,2.0,north_osmena_1,west_florentino_0
279,0,3600,others,1.0,north_osmena_1,west_florentino_0
280,0,3600,others,0.0,south_corrales_1,east_recto_3
281,0,3600,motorela,2.0,south_corrales_1,east_recto_3
282,0,3600,jeepney,10.0,south_corrales_1,east_recto_3
283,0,3600,bicycle_tricycle,0.0,south_corrales_1,east_recto_3
284,0,3600,largeTrucks,0.0,south_corrales_1,east_recto_3
285,0,3600,smallTrucks,2.0,south_corrales_1,east_recto_3
286,0,3600,jeepney,0.0,north_osmena_1,west_florentino_0
287,0,3600,buses,2.0,south_corrales_1,east_recto_3
288,0,3600,buses,0.0,south_roa_0,east_luna_1
289,0,3600,largeTrucks,2.0,south_roa_0,east_luna_1
290,0,3600,buses,0.0,east_recto_0,north_osmena_1
291,0,3600,taxi,11.0,east_recto_0,north_osmena_1
292,0,3600,motorcycles_scooters,5.0,east_recto_0,north_osmena_1
293,0,3600,cars_SUV,11.0,east_recto_0,north_osmena_1
294,0,3600,cars_SUV,48.0,north_corrales_0,north_corrales_1
295,0,3600,motorcycles_scooters,27.0,north_corrales_0,north_corrales_1
296,0,3600,taxi,41.0,north_corrales_0,north_corrales_1
297,0,3600,buses,5.0,north_corrales_0,north_corrales_1
298,0,3600,smallTrucks,11.0,south_roa_0,east_luna_1
299,0,3600,smallTrucks,6.0,north_corrales_0,north_corrales_1
300,0,3600,bicycle_tricycle,0.0,north_corrales_0,north_corrales_1
301,0,3600,jeepney,25.0,north_corrales_0,north_corrales_1
302,0,3600,motorela,5.0,north_corrales_0,north_corrales_1
303,0,3600,others,0.0,north_corrales_0,north_corrales_1
304,0,3600,others,2.0,south_roa_0,east_luna_1
305,0,3600,motorela,2.0,south_roa_0,east_luna_1
306,0,3600,jeepney,2.0,south_roa_0,east_luna_1
307,0,3600,bicycle_tricycle,2.0,south_roa_0,east_luna_1
308,0,3600,largeTrucks,0.0,north_corrales_0,north_corrales_1
309,0,3600,taxi,16.0,south_corrales_1,east_recto_3
310,0,3600,motorcycles_scooters,11.0,south_corrales_1,east_recto_3
311,0,3600,cars_SUV,19.0,south_corrales_1,east_recto_3
312,0,3600,buses,0.0,north_roa_0,west_luna_2
313,0,3600,smallTrucks,6.0,north_roa_0,west_luna_2
314,0,3600,largeTrucks,1.0,north_roa_0,west_luna_2
315,0,3600,bicycle_tricycle,1.0,north_roa_0,west_luna_2
316,0,3600,jeepney,1.0,north_roa_0,west_luna_2
317,0,3600,motorela,1.0,north_roa_0,west_luna_2
318,0,3600,others,1.0,north_roa_0,west_luna_2
319,0,3600,others,1.0,east_recto_0,south_osmena_3
320,0,3600,taxi,7.0,north_roa_0,west_luna_2
321,0,3600,motorela,0.0,east_recto_0,south_osmena_3
322,0,3600,bicycle_tricycle,0.0,east_recto_0,south_osmena_3
323,0,3600,largeTrucks,1.0,east_recto_0,south_osmena_3
324,0,3600,smallTrucks,3.0,east_recto_0,south_osmena_3
325,0,3600,buses,0.0,east_recto_0,south_osmena_3
326,0,3600,taxi,5.0,east_recto_0,south_osmena_3
327,0,3600,motorcycles_scooters,2.0,east_recto_0,south_osmena_3
328,0,3600,cars_SUV,5.0,east_recto_0,south_osmena_3
329,0,3600,cars_SUV,12.0,north_corrales_0,west_recto_1
330,0,3600,jeepney,3.0,east_recto_0,south_osmena_3
331,0,3600,motorcycles_scooters,6.0,north_roa_0,west_luna_2
332,0,3600,cars_SUV,10.0,north_roa_0,west_luna_2
333,0,3600,cars_SUV,18.0,north_osmena_2,east_luna_0
334,0,3600,cars_SUV,25.0,south_osmena_2,south_osmena_3
335,0,3600,motorcycles_scooters,10.0,south_osmena_2,south_osmena_3
336,0,3600,taxi,24.0,south_osmena_2,south_osmena_3
337,0,3600,buses,0.0,south_osmena_2,south_osmena_3
338,0,3600,smallTrucks,14.0,south_osmena_2,south_osmena_3
339,0,3600,largeTrucks,6.0,south_osmena_2,south_osmena_3
340,0,3600,bicycle_tricycle,1.0,south_osmena_2,south_osmena_3
341,0,3600,jeepney,15.0,south_osmena_2,south_osmena_3
342,0,3600,motorela,2.0,south_osmena_2,south_osmena_3
343,0,3600,others,4.0,south_osmena_2,south_osmena_3
344,0,3600,others,2.0,north_osmena_2,east_luna_0
345,0,3600,motorela,2.0,north_osmena_2,east_luna_0
346,0,3600,jeepney,1.0,north_osmena_2,east_luna_0
347,0,3600,bicycle_tricycle,0.0,north_osmena_2,east_luna_0
348,0,3600,largeTrucks,3.0,north_osmena_2,east_luna_0
349,0,3600,smallTrucks,12.0,north_osmena_2,east_luna_0
350,0,3600,buses,1.0,north_osmena_2,east_luna_0
351,0,3600,taxi,17.0,north_osmena_2,east_luna_0
352,0,3600,motorcycles_scooters,10.0,north_osmena_2,east_luna_0
353,0,3600,taxi,10.0,north_corrales_0,west_recto_1
354,0,3600,largeTrucks,6.0,west_recto_2,south_osmena_3
355,0,3600,bicycle_tricycle,1.0,north_roa_0,east_luna_1
356,0,3600,buses,1.0,west_recto_2,south_osmena_3
357,0,3600,bicycle_tricycle,3.0,east_luna_0,north_roa_1
358,0,3600,jeepney,2.0,east_luna_0,north_roa_1
359,0,3600,motorela,2.0,east_luna_0,north_roa_1
360,0,3600,others,2.0,east_luna_0,north_roa_1
361,0,3600,others,0.0,south_corrales_0,south_corrales_1
362,0,3600,motorela,17.0,south_corrales_0,south_corrales_1
363,0,3600,jeepney,2.0,south_corrales_0,south_corrales_1
364,0,3600,bicycle_tricycle,0.0,south_corrales_0,south_corrales_1
365,0,3600,largeTrucks,5.0,south_corrales_0,south_corrales_1
366,0,3600,smallTrucks,19.0,south_corrales_0,south_corrales_1
367,0,3600,smallTrucks,15.0,west_recto_2,south_osmena_3
368,0,3600,taxi,62.0,south_corrales_0,south_corrales_1
369,0,3600,motorcycles_scooters,40.0,south_corrales_0,south_corrales_1
370,0,3600,cars_SUV,72.0,south_corrales_0,south_corrales_1
371,0,3600,others,4.0,north_osmena_0,north_osmena_1
372,0,3600,motorela,2.0,north_osmena_0,north_osmena_1
373,0,3600,jeepney,15.0,north_osmena_0,north_osmena_1
374,0,3600,largeTrucks,3.0,east_luna_0,north_roa_1
375,0,3600,bicycle_tricycle,1.0,north_osmena_0,north_osmena_1
376,0,3600,smallTrucks,13.0,east_luna_0,north_roa_1
377,0,3600,taxi,16.0,east_luna_0,north_roa_1
378,0,3600,largeTrucks,2.0,south_roa_1,west_recto_2
379,0,3600,bicycle_tricycle,1.0,south_roa_1,west_recto_2
380,0,3600,jeepney,1.0,south_roa_1,west_recto_2
381,0,3600,motorela,0.0,south_roa_1,west_recto_2
382,0,3600,others,0.0,south_roa_1,west_recto_2
383,0,3600,others,1.0,south_osmena_0,east_luna_0
384,0,3600,motorela,1.0,south_osmena_0,east_luna_0
385,0,3600,jeepney,0.0,south_osmena_0,east_luna_0
386,0,3600,bicycle_tricycle,0.0,south_osmena_0,east_luna_0
387,0,3600,largeTrucks,1.0,south_osmena_0,east_luna_0
388,0,3600,smallTrucks,6.0,south_osmena_0,east_luna_0
389,0,3600,buses,1.0,south_osmena_0,east_luna_0
390,0,3600,taxi,8.0,south_osmena_0,east_luna_0
391,0,3600,motorcycles_scooters,5.0,south_osmena_0,east_luna_0
392,0,3600,cars_SUV,9.0,south_osmena_0,east_luna_0
393,0,3600,cars_SUV,24.0,east_luna_0,north_roa_1
394,0,3600,motorcycles_scooters,14.0,east_luna_0,north_roa_1
395,0,3600,buses,0.0,east_luna_0,north_roa_1
396,0,3600,smallTrucks,1.0,south_roa_1,west_recto_2
397,0,3600,largeTrucks,6.0,north_osmena_0,north_osmena_1
398,0,3600,buses,0.0,north_osmena_0,north_osmena_1
399,0,3600,motorcycles_scooters,34.0,west_recto_1,north_roa_0
400,0,3600,cars_SUV,41.0,west_recto_1,north_roa_0
401,0,3600,cars_SUV,23.0,east_luna_1,east_luna_2
402,0,3600,motorcycles_scooters,13.0,east_luna_1,east_luna_2
403,0,3600,taxi,20.0,east_luna_1,east_luna_2
404,0,3600,buses,0.0,east_luna_1,east_luna_2
405,0,3600,smallTrucks,6.0,east_luna_1,east_luna_2
406,0,3600,largeTrucks,2.0,east_luna_1,east_luna_2
407,0,3600,bicycle_tricycle,0.0,east_luna_1,east_luna_2
408,0,3600,jeepney,1.0,east_luna_1,east_luna_2
409,0,3600,motorela,5.0,east_luna_1,east_luna_2
410,0,3600,others,0.0,east_luna_1,east_luna_2
411,0,3600,cars_SUV,23.0,west_recto_0,north_corrales_1
412,0,3600,motorcycles_scooters,13.0,west_recto_0,north_corrales_1
413,0,3600,taxi,20.0,west_recto_0,north_corrales_1
414,0,3600,buses,2.0,west_recto_0,north_corrales_1
415,0,3600,smallTrucks,3.0,west_recto_0,north_corrales_1
416,0,3600,taxi,31.0,west_recto_1,north_roa_0
417,0,3600,smallTrucks,14.0,north_osmena_0,north_osmena_1
418,0,3600,buses,0.0,west_recto_1,north_roa_0
419,0,3600,largeTrucks,20.0,west_recto_1,north_roa_0
420,0,3600,taxi,24.0,north_osmena_0,north_osmena_1
421,0,3600,motorcycles_scooters,10.0,north_osmena_0,north_osmena_1
422,0,3600,cars_SUV,25.0,north_osmena_0,north_osmena_1
423,0,3600,cars_SUV,24.0,west_recto_2,north_osmena_1
424,0,3600,motorcycles_scooters,10.0,west_recto_2,north_osmena_1
425,0,3600,taxi,23.0,west_recto_2,north_osmena_1
426,0,3600,buses,0.0,west_recto_2,north_osmena_1
427,0,3600,smallTrucks,13.0,west_recto_2,north_osmena_1
428,0,3600,largeTrucks,5.0,west_recto_2,north_osmena_1
429,0,3600,bicycle_tricycle,1.0,west_recto_2,north_osmena_1
430,0,3600,jeepney,15.0,west_recto_2,north_osmena_1
431,0,3600,motorela,2.0,west_recto_2,north_osmena_1
432,0,3600,others,4.0,west_recto_2,north_osmena_1
433,0,3600,others,0.0,west_recto_1,north_roa_0
434,0,3600,motorela,1.0,west_recto_1,north_roa_0
435,0,3600,jeepney,17.0,west_recto_1,north_roa_0
436,0,3600,bicycle_tricycle,3.0,west_recto_1,north_roa_0
437,0,3600,smallTrucks,14.0,west_recto_1,north_roa_0
