,Begin,End,class,Count,From,To
93,0,3600,cars_SUV,5,id4,id3
94,0,3600,cars_SUV,0,id2,id3
95,0,3600,motorcycles_scooters,0,id2,id3
96,0,3600,bicycle_tricycle,0,id4,id3
97,0,3600,taxi,0,id2,id3
98,0,3600,smallTrucks,0,id2,id3
99,0,3600,largeTrucks,0,id2,id3
100,0,3600,bicycle_tricycle,0,id2,id3
101,0,3600,jeepney,0,id2,id3
102,0,3600,motorela,2,id2,id3
103,0,3600,others,0,id2,id3
104,0,3600,others,4,id3,id4
105,0,3600,motorela,68,id3,id4
106,0,3600,buses,0,id2,id3
107,0,3600,jeepney,28,id3,id4
108,0,3600,jeepney,1,id4,id3
109,0,3600,others,8,id4,id3
110,0,3600,jeepney,0,id4,id2
111,0,3600,bicycle_tricycle,0,id4,id2
112,0,3600,largeTrucks,0,id4,id2
113,0,3600,smallTrucks,0,id4,id2
114,0,3600,buses,0,id4,id2
115,0,3600,taxi,0,id4,id2
116,0,3600,motorcycles_scooters,0,id4,id2
117,0,3600,cars_SUV,0,id4,id2
118,0,3600,motorela,59,id4,id3
119,0,3600,cars_SUV,27,id1,id2
120,0,3600,taxi,15,id1,id2
121,0,3600,buses,1,id1,id2
122,0,3600,smallTrucks,1,id1,id2
123,0,3600,largeTrucks,0,id1,id2
124,0,3600,bicycle_tricycle,0,id1,id2
125,0,3600,jeepney,0,id1,id2
126,0,3600,motorela,2,id1,id2
127,0,3600,others,0,id1,id2
128,0,3600,motorcycles_scooters,18,id1,id2
129,0,3600,taxi,15,id1,id2
130,0,3600,bicycle_tricycle,0,id3,id4
131,0,3600,smallTrucks,0,id3,id4
132,0,3600,motorcycles_scooters,3,id3,id1
133,0,3600,cars_SUV,3,id3,id1
134,0,3600,cars_SUV,0,id4,id2
135,0,3600,motorcycles_scooters,0,id4,id2
136,0,3600,taxi,0,id4,id2
137,0,3600,buses,0,id4,id2
138,0,3600,smallTrucks,0,id4,id2
139,0,3600,largeTrucks,0,id4,id2
140,0,3600,taxi,1,id3,id1
141,0,3600,bicycle_tricycle,0,id4,id2
142,0,3600,motorela,0,id4,id2
143,0,3600,others,0,id4,id2
144,0,3600,others,4,id3,id4
145,0,3600,motorela,68,id3,id4
146,0,3600,jeepney,28,id3,id4
147,0,3600,bicycle_tricycle,0,id3,id4
148,0,3600,largeTrucks,0,id3,id4
149,0,3600,smallTrucks,0,id3,id4
150,0,3600,jeepney,0,id4,id2
151,0,3600,largeTrucks,0,id3,id4
152,0,3600,buses,0,id3,id1
153,0,3600,largeTrucks,0,id3,id1
154,0,3600,buses,0,id3,id4
155,0,3600,taxi,2,id3,id4
156,0,3600,motorcycles_scooters,30,id3,id4
157,0,3600,cars_SUV,9,id3,id4
158,0,3600,cars_SUV,35,id2,id1
159,0,3600,motorcycles_scooters,60,id2,id1
160,0,3600,taxi,35,id2,id1
161,0,3600,buses,2,id2,id1
162,0,3600,smallTrucks,0,id3,id1
163,0,3600,smallTrucks,3,id2,id1
164,0,3600,bicycle_tricycle,0,id2,id1
165,0,3600,jeepney,16,id2,id1
166,0,3600,motorela,41,id2,id1
167,0,3600,others,0,id2,id1
168,0,3600,others,0,id3,id1
169,0,3600,motorela,7,id3,id1
170,0,3600,jeepney,1,id3,id1
171,0,3600,bicycle_tricycle,0,id3,id1
172,0,3600,largeTrucks,1,id2,id1
173,0,3600,buses,1,id1,id2
174,0,3600,smallTrucks,1,id1,id2
175,0,3600,largeTrucks,0,id1,id2
176,0,3600,buses,0,id3,id4
177,0,3600,taxi,2,id3,id4
178,0,3600,motorcycles_scooters,30,id3,id4
179,0,3600,cars_SUV,9,id3,id4
180,0,3600,cars_SUV,13,id1,id4
181,0,3600,motorcycles_scooters,19,id1,id4
182,0,3600,taxi,4,id1,id4
183,0,3600,buses,0,id1,id4
184,0,3600,smallTrucks,0,id3,id4
185,0,3600,smallTrucks,2,id1,id4
186,0,3600,bicycle_tricycle,2,id1,id4
187,0,3600,jeepney,0,id1,id4
188,0,3600,motorela,44,id1,id4
189,0,3600,others,1,id1,id4
190,0,3600,others,0,id3,id1
191,0,3600,motorela,7,id3,id1
192,0,3600,jeepney,1,id3,id1
193,0,3600,bicycle_tricycle,0,id3,id1
194,0,3600,largeTrucks,0,id1,id4
195,0,3600,largeTrucks,0,id3,id1
196,0,3600,largeTrucks,0,id3,id4
197,0,3600,jeepney,28,id3,id4
198,0,3600,largeTrucks,0,id1,id4
199,0,3600,smallTrucks,2,id1,id4
200,0,3600,buses,0,id1,id4
201,0,3600,taxi,4,id1,id4
202,0,3600,motorcycles_scooters,19,id1,id4
203,0,3600,cars_SUV,13,id1,id4
204,0,3600,cars_SUV,27,id1,id2
205,0,3600,motorcycles_scooters,18,id1,id2
206,0,3600,bicycle_tricycle,0,id3,id4
207,0,3600,taxi,15,id1,id2
208,0,3600,smallTrucks,1,id1,id2
209,0,3600,largeTrucks,0,id1,id2
210,0,3600,bicycle_tricycle,0,id1,id2
211,0,3600,jeepney,0,id1,id2
212,0,3600,motorela,2,id1,id2
213,0,3600,others,0,id1,id2
214,0,3600,others,4,id3,id4
215,0,3600,motorela,68,id3,id4
216,0,3600,buses,1,id1,id2
217,0,3600,bicycle_tricycle,2,id1,id4
218,0,3600,smallTrucks,0,id3,id1
219,0,3600,taxi,1,id3,id1
220,0,3600,cars_SUV,5,id4,id3
221,0,3600,motorcycles_scooters,22,id4,id3
222,0,3600,taxi,5,id4,id3
223,0,3600,buses,0,id4,id3
224,0,3600,smallTrucks,1,id4,id3
225,0,3600,largeTrucks,0,id4,id3
226,0,3600,bicycle_tricycle,0,id4,id3
227,0,3600,jeepney,1,id4,id3
228,0,3600,cars_SUV,35,id2,id1
229,0,3600,motorela,59,id4,id3
230,0,3600,others,0,id2,id3
231,0,3600,motorela,2,id2,id3
232,0,3600,jeepney,0,id2,id3
233,0,3600,bicycle_tricycle,0,id2,id3
234,0,3600,largeTrucks,0,id2,id3
235,0,3600,smallTrucks,0,id2,id3
236,0,3600,buses,0,id2,id3
237,0,3600,taxi,0,id2,id3
238,0,3600,others,8,id4,id3
239,0,3600,buses,0,id3,id1
240,0,3600,motorcycles_scooters,60,id2,id1
241,0,3600,buses,2,id2,id1
242,0,3600,motorcycles_scooters,3,id3,id1
243,0,3600,cars_SUV,3,id3,id1
244,0,3600,cars_SUV,0,id4,id2
245,0,3600,motorcycles_scooters,0,id4,id2
246,0,3600,taxi,0,id4,id2
247,0,3600,buses,0,id4,id2
248,0,3600,smallTrucks,0,id4,id2
249,0,3600,largeTrucks,0,id4,id2
250,0,3600,taxi,35,id2,id1
251,0,3600,bicycle_tricycle,0,id4,id2
252,0,3600,motorela,0,id4,id2
253,0,3600,others,0,id4,id2
254,0,3600,others,0,id2,id1
255,0,3600,motorela,41,id2,id1
256,0,3600,jeepney,16,id2,id1
257,0,3600,bicycle_tricycle,0,id2,id1
258,0,3600,largeTrucks,1,id2,id1
259,0,3600,smallTrucks,3,id2,id1
260,0,3600,jeepney,0,id4,id2
261,0,3600,motorela,0,id4,id2
262,0,3600,jeepney,0,id1,id4
263,0,3600,others,1,id1,id4
264,0,3600,motorela,2,id2,id3
265,0,3600,others,0,id2,id3
266,0,3600,others,0,id2,id3
267,0,3600,motorela,2,id2,id3
268,0,3600,cars_SUV,35,id2,id1
269,0,3600,motorcycles_scooters,60,id2,id1
270,0,3600,taxi,35,id2,id1
271,0,3600,buses,2,id2,id1
272,0,3600,jeepney,0,id2,id3
273,0,3600,smallTrucks,3,id2,id1
274,0,3600,bicycle_tricycle,0,id2,id1
275,0,3600,jeepney,16,id2,id1
276,0,3600,motorela,41,id2,id1
277,0,3600,others,0,id2,id1
278,0,3600,jeepney,0,id2,id3
279,0,3600,bicycle_tricycle,0,id2,id3
280,0,3600,largeTrucks,0,id2,id3
281,0,3600,smallTrucks,0,id2,id3
282,0,3600,largeTrucks,1,id2,id1
283,0,3600,buses,0,id2,id3
284,0,3600,bicycle_tricycle,0,id2,id3
285,0,3600,smallTrucks,0,id2,id3
286,0,3600,bicycle_tricycle,0,id1,id2
287,0,3600,jeepney,0,id1,id2
288,0,3600,motorela,2,id1,id2
289,0,3600,others,0,id1,id2
290,0,3600,others,0,id2,id1
291,0,3600,motorela,41,id2,id1
292,0,3600,jeepney,16,id2,id1
293,0,3600,bicycle_tricycle,0,id2,id1
294,0,3600,largeTrucks,0,id2,id3
295,0,3600,largeTrucks,1,id2,id1
296,0,3600,buses,2,id2,id1
297,0,3600,taxi,35,id2,id1
298,0,3600,motorcycles_scooters,60,id2,id1
299,0,3600,cars_SUV,35,id2,id1
300,0,3600,cars_SUV,0,id2,id3
301,0,3600,motorcycles_scooters,0,id2,id3
302,0,3600,taxi,0,id2,id3
303,0,3600,buses,0,id2,id3
304,0,3600,smallTrucks,3,id2,id1
305,0,3600,motorela,44,id1,id4
306,0,3600,taxi,0,id2,id3
307,0,3600,cars_SUV,0,id2,id3
308,0,3600,jeepney,0,id1,id2
309,0,3600,bicycle_tricycle,0,id1,id2
310,0,3600,largeTrucks,0,id1,id2
311,0,3600,smallTrucks,1,id1,id2
312,0,3600,buses,1,id1,id2
313,0,3600,taxi,15,id1,id2
314,0,3600,motorcycles_scooters,18,id1,id2
315,0,3600,cars_SUV,27,id1,id2
316,0,3600,cars_SUV,27,id1,id2
317,0,3600,cars_SUV,9,id3,id4
318,0,3600,taxi,2,id3,id4
319,0,3600,buses,0,id3,id4
320,0,3600,smallTrucks,0,id3,id4
321,0,3600,largeTrucks,0,id3,id4
322,0,3600,bicycle_tricycle,0,id3,id4
323,0,3600,jeepney,28,id3,id4
324,0,3600,motorela,68,id3,id4
325,0,3600,others,4,id3,id4
326,0,3600,motorcycles_scooters,30,id3,id4
327,0,3600,motorcycles_scooters,0,id2,id3
328,0,3600,motorcycles_scooters,18,id1,id2
329,0,3600,buses,1,id1,id2
330,0,3600,others,0,id1,id2
331,0,3600,motorela,2,id1,id2
332,0,3600,cars_SUV,3,id3,id1
333,0,3600,motorcycles_scooters,3,id3,id1
334,0,3600,taxi,1,id3,id1
335,0,3600,buses,0,id3,id1
336,0,3600,smallTrucks,0,id3,id1
337,0,3600,largeTrucks,0,id3,id1
338,0,3600,taxi,15,id1,id2
339,0,3600,bicycle_tricycle,0,id3,id1
340,0,3600,motorela,7,id3,id1
341,0,3600,others,0,id3,id1
342,0,3600,others,0,id1,id2
343,0,3600,motorela,2,id1,id2
344,0,3600,jeepney,0,id1,id2
345,0,3600,bicycle_tricycle,0,id1,id2
346,0,3600,largeTrucks,0,id1,id2
347,0,3600,smallTrucks,1,id1,id2
348,0,3600,jeepney,1,id3,id1
349,0,3600,others,0,id4,id2
350,0,3600,cars_SUV,0,id2,id3
351,0,3600,cars_SUV,0,id2,id3
352,0,3600,buses,2,id2,id1
353,0,3600,largeTrucks,1,id2,id1
354,0,3600,bicycle_tricycle,0,id2,id1
355,0,3600,jeepney,16,id2,id1
356,0,3600,motorela,41,id2,id1
357,0,3600,others,1,id1,id4
358,0,3600,motorela,44,id1,id4
359,0,3600,jeepney,0,id1,id4
360,0,3600,bicycle_tricycle,2,id1,id4
361,0,3600,largeTrucks,0,id1,id4
362,0,3600,smallTrucks,2,id1,id4
363,0,3600,taxi,35,id2,id1
364,0,3600,buses,0,id1,id4
365,0,3600,motorcycles_scooters,19,id1,id4
366,0,3600,cars_SUV,13,id1,id4
367,0,3600,others,0,id2,id3
368,0,3600,motorcycles_scooters,0,id2,id3
369,0,3600,taxi,0,id2,id3
370,0,3600,buses,0,id2,id3
371,0,3600,smallTrucks,0,id2,id3
372,0,3600,largeTrucks,0,id2,id3
373,0,3600,bicycle_tricycle,0,id2,id3
374,0,3600,jeepney,0,id2,id3
375,0,3600,motorela,2,id2,id3
376,0,3600,taxi,4,id1,id4
377,0,3600,motorcycles_scooters,60,id2,id1
378,0,3600,smallTrucks,3,id2,id1
379,0,3600,others,0,id3,id1
380,0,3600,jeepney,1,id3,id1
381,0,3600,motorela,7,id3,id1
382,0,3600,smallTrucks,0,id3,id1
383,0,3600,buses,0,id3,id1
384,0,3600,taxi,1,id3,id1
385,0,3600,cars_SUV,35,id2,id1
386,0,3600,motorcycles_scooters,3,id3,id1
387,0,3600,others,4,id3,id4
388,0,3600,bicycle_tricycle,0,id3,id1
389,0,3600,jeepney,28,id3,id4
390,0,3600,motorela,68,id3,id4
391,0,3600,largeTrucks,0,id3,id4
392,0,3600,others,0,id2,id1
393,0,3600,smallTrucks,0,id3,id4
394,0,3600,buses,0,id3,id4
395,0,3600,taxi,2,id3,id4
396,0,3600,motorcycles_scooters,30,id3,id4
397,0,3600,cars_SUV,9,id3,id4
398,0,3600,bicycle_tricycle,0,id3,id4
399,0,3600,largeTrucks,0,id3,id1
400,3600,7200,motorela,81,id2,id1
401,3600,7200,jeepney,23,id2,id1
402,3600,7200,others,0,id3,id1
403,3600,7200,motorela,17,id3,id1
404,3600,7200,smallTrucks,5,id2,id1
405,3600,7200,motorela,100,id3,id4
406,3600,7200,largeTrucks,0,id2,id1
407,3600,7200,bicycle_tricycle,0,id4,id3
408,3600,7200,motorcycles_scooters,111,id2,id1
409,3600,7200,taxi,11,id2,id1
410,3600,7200,jeepney,0,id3,id1
411,3600,7200,buses,3,id2,id1
412,3600,7200,bicycle_tricycle,0,id2,id1
413,3600,7200,bicycle_tricycle,0,id3,id1
414,3600,7200,others,0,id1,id2
415,3600,7200,smallTrucks,0,id3,id1
416,3600,7200,largeTrucks,0,id4,id2
417,3600,7200,bicycle_tricycle,0,id4,id2
418,3600,7200,jeepney,0,id4,id2
419,3600,7200,motorela,0,id4,id2
420,3600,7200,others,0,id4,id2
421,3600,7200,others,0,id4,id2
422,3600,7200,motorela,0,id4,id2
423,3600,7200,jeepney,0,id4,id2
424,3600,7200,bicycle_tricycle,0,id4,id2
425,3600,7200,largeTrucks,0,id4,id2
426,3600,7200,smallTrucks,0,id4,id2
427,3600,7200,buses,0,id4,id2
428,3600,7200,taxi,0,id4,id2
429,3600,7200,motorcycles_scooters,0,id4,id2
430,3600,7200,cars_SUV,0,id4,id2
431,3600,7200,others,0,id2,id3
432,3600,7200,motorela,4,id2,id3
433,3600,7200,buses,0,id3,id1
434,3600,7200,taxi,0,id3,id1
435,3600,7200,motorcycles_scooters,7,id3,id1
436,3600,7200,cars_SUV,1,id3,id1
437,3600,7200,jeepney,92,id3,id4
438,3600,7200,cars_SUV,1,id2,id3
439,3600,7200,largeTrucks,0,id3,id1
440,3600,7200,motorcycles_scooters,2,id2,id3
441,3600,7200,buses,0,id2,id3
442,3600,7200,smallTrucks,0,id2,id3
443,3600,7200,largeTrucks,0,id2,id3
444,3600,7200,bicycle_tricycle,0,id2,id3
445,3600,7200,jeepney,0,id2,id3
446,3600,7200,others,4,id2,id1
447,3600,7200,taxi,0,id2,id3
448,3600,7200,bicycle_tricycle,0,id3,id4
449,3600,7200,taxi,0,id2,id3
450,3600,7200,smallTrucks,0,id3,id4
451,3600,7200,taxi,7,id3,id4
452,3600,7200,cars_SUV,18,id3,id4
453,3600,7200,motorcycles_scooters,74,id3,id4
454,3600,7200,taxi,7,id3,id4
455,3600,7200,buses,0,id3,id4
456,3600,7200,smallTrucks,0,id3,id4
457,3600,7200,largeTrucks,0,id3,id4
458,3600,7200,bicycle_tricycle,0,id3,id4
459,3600,7200,jeepney,92,id3,id4
460,3600,7200,motorela,100,id3,id4
461,3600,7200,others,7,id3,id4
462,3600,7200,motorcycles_scooters,74,id3,id4
463,3600,7200,cars_SUV,18,id3,id4
464,3600,7200,others,4,id2,id1
465,3600,7200,motorela,81,id2,id1
466,3600,7200,jeepney,23,id2,id1
467,3600,7200,bicycle_tricycle,0,id2,id1
468,3600,7200,largeTrucks,0,id2,id1
469,3600,7200,smallTrucks,5,id2,id1
470,3600,7200,buses,3,id2,id1
471,3600,7200,taxi,11,id2,id1
472,3600,7200,motorcycles_scooters,111,id2,id1
473,3600,7200,cars_SUV,79,id2,id1
474,3600,7200,others,0,id3,id1
475,3600,7200,motorela,17,id3,id1
476,3600,7200,jeepney,0,id3,id1
477,3600,7200,bicycle_tricycle,0,id3,id1
478,3600,7200,buses,0,id3,id4
479,3600,7200,largeTrucks,0,id3,id4
480,3600,7200,cars_SUV,79,id2,id1
481,3600,7200,taxi,11,id2,id1
482,3600,7200,buses,0,id3,id4
483,3600,7200,taxi,7,id3,id4
484,3600,7200,motorcycles_scooters,74,id3,id4
485,3600,7200,cars_SUV,18,id3,id4
486,3600,7200,cars_SUV,1,id2,id3
487,3600,7200,motorcycles_scooters,2,id2,id3
488,3600,7200,smallTrucks,0,id4,id2
489,3600,7200,buses,0,id2,id3
490,3600,7200,smallTrucks,0,id2,id3
491,3600,7200,largeTrucks,0,id2,id3
492,3600,7200,bicycle_tricycle,0,id2,id3
493,3600,7200,jeepney,0,id2,id3
494,3600,7200,motorela,4,id2,id3
495,3600,7200,others,0,id2,id3
496,3600,7200,others,7,id3,id4
497,3600,7200,motorela,100,id3,id4
498,3600,7200,jeepney,92,id3,id4
499,3600,7200,bicycle_tricycle,0,id3,id4
500,3600,7200,largeTrucks,0,id3,id4
501,3600,7200,smallTrucks,0,id3,id4
502,3600,7200,others,4,id2,id1
503,3600,7200,motorela,81,id2,id1
504,3600,7200,jeepney,23,id2,id1
505,3600,7200,bicycle_tricycle,0,id2,id1
506,3600,7200,largeTrucks,0,id2,id1
507,3600,7200,smallTrucks,5,id2,id1
508,3600,7200,buses,3,id2,id1
509,3600,7200,motorcycles_scooters,111,id2,id1
510,3600,7200,buses,0,id4,id2
511,3600,7200,jeepney,0,id1,id2
512,3600,7200,motorcycles_scooters,0,id4,id2
513,3600,7200,buses,4,id1,id2
514,3600,7200,smallTrucks,0,id1,id2
515,3600,7200,largeTrucks,0,id1,id2
516,3600,7200,bicycle_tricycle,0,id1,id2
517,3600,7200,jeepney,0,id1,id2
518,3600,7200,motorela,0,id1,id2
519,3600,7200,others,0,id1,id2
520,3600,7200,others,2,id1,id4
521,3600,7200,motorela,88,id1,id4
522,3600,7200,jeepney,0,id1,id4
523,3600,7200,bicycle_tricycle,7,id1,id4
524,3600,7200,largeTrucks,0,id1,id4
525,3600,7200,smallTrucks,1,id1,id4
526,3600,7200,buses,0,id1,id4
527,3600,7200,taxi,20,id1,id4
528,3600,7200,taxi,14,id1,id2
529,3600,7200,motorcycles_scooters,47,id1,id4
530,3600,7200,motorcycles_scooters,20,id1,id2
531,3600,7200,cars_SUV,14,id1,id4
532,3600,7200,motorcycles_scooters,0,id4,id2
533,3600,7200,taxi,0,id4,id2
534,3600,7200,buses,0,id4,id2
535,3600,7200,smallTrucks,0,id4,id2
536,3600,7200,largeTrucks,0,id4,id2
537,3600,7200,bicycle_tricycle,0,id4,id2
538,3600,7200,jeepney,0,id4,id2
539,3600,7200,motorela,0,id4,id2
540,3600,7200,others,0,id4,id2
541,3600,7200,largeTrucks,0,id1,id4
542,3600,7200,smallTrucks,1,id1,id4
543,3600,7200,buses,0,id1,id4
544,3600,7200,taxi,20,id1,id4
545,3600,7200,motorcycles_scooters,47,id1,id4
546,3600,7200,cars_SUV,14,id1,id4
547,3600,7200,cars_SUV,52,id1,id2
548,3600,7200,cars_SUV,0,id4,id2
549,3600,7200,cars_SUV,14,id1,id4
550,3600,7200,bicycle_tricycle,7,id1,id4
551,3600,7200,buses,0,id4,id3
552,3600,7200,smallTrucks,0,id4,id3
553,3600,7200,largeTrucks,1,id4,id3
554,3600,7200,bicycle_tricycle,0,id4,id3
555,3600,7200,jeepney,1,id4,id3
556,3600,7200,others,4,id4,id3
557,3600,7200,motorela,71,id4,id3
558,3600,7200,others,4,id4,id3
559,3600,7200,motorela,71,id4,id3
560,3600,7200,cars_SUV,13,id4,id3
561,3600,7200,motorcycles_scooters,48,id4,id3
562,3600,7200,taxi,1,id4,id3
563,3600,7200,buses,0,id4,id3
564,3600,7200,smallTrucks,0,id4,id3
565,3600,7200,largeTrucks,1,id4,id3
566,3600,7200,taxi,1,id4,id3
567,3600,7200,jeepney,0,id1,id4
568,3600,7200,motorcycles_scooters,48,id4,id3
569,3600,7200,cars_SUV,14,id1,id4
570,3600,7200,largeTrucks,0,id1,id4
571,3600,7200,smallTrucks,1,id1,id4
572,3600,7200,cars_SUV,18,id3,id4
573,3600,7200,motorcycles_scooters,74,id3,id4
574,3600,7200,taxi,7,id3,id4
575,3600,7200,buses,0,id3,id4
576,3600,7200,smallTrucks,0,id3,id4
577,3600,7200,largeTrucks,0,id3,id4
578,3600,7200,bicycle_tricycle,0,id3,id4
579,3600,7200,jeepney,92,id3,id4
580,3600,7200,motorela,100,id3,id4
581,3600,7200,others,7,id3,id4
582,3600,7200,buses,0,id1,id4
583,3600,7200,taxi,20,id1,id4
584,3600,7200,motorcycles_scooters,47,id1,id4
585,3600,7200,cars_SUV,13,id4,id3
586,3600,7200,bicycle_tricycle,7,id1,id4
587,3600,7200,jeepney,0,id1,id4
588,3600,7200,motorela,88,id1,id4
589,3600,7200,motorcycles_scooters,74,id3,id4
590,3600,7200,cars_SUV,18,id3,id4
591,3600,7200,cars_SUV,1,id3,id1
592,3600,7200,motorcycles_scooters,7,id3,id1
593,3600,7200,cars_SUV,13,id4,id3
594,3600,7200,motorcycles_scooters,48,id4,id3
595,3600,7200,taxi,1,id4,id3
596,3600,7200,buses,0,id4,id3
597,3600,7200,smallTrucks,0,id4,id3
598,3600,7200,largeTrucks,1,id4,id3
599,3600,7200,bicycle_tricycle,0,id4,id3
600,3600,7200,jeepney,1,id4,id3
601,3600,7200,motorela,71,id4,id3
602,3600,7200,others,4,id4,id3
603,3600,7200,others,2,id1,id4
604,3600,7200,taxi,7,id3,id4
605,3600,7200,motorela,88,id1,id4
606,3600,7200,buses,0,id3,id4
607,3600,7200,largeTrucks,0,id3,id4
608,3600,7200,cars_SUV,0,id4,id2
609,3600,7200,motorela,0,id1,id2
610,3600,7200,largeTrucks,0,id3,id1
611,3600,7200,bicycle_tricycle,0,id1,id2
612,3600,7200,largeTrucks,0,id1,id2
613,3600,7200,smallTrucks,0,id1,id2
614,3600,7200,buses,4,id1,id2
615,3600,7200,taxi,14,id1,id2
616,3600,7200,motorcycles_scooters,20,id1,id2
617,3600,7200,cars_SUV,52,id1,id2
618,3600,7200,others,7,id3,id4
619,3600,7200,others,7,id3,id4
620,3600,7200,motorela,100,id3,id4
621,3600,7200,jeepney,92,id3,id4
622,3600,7200,bicycle_tricycle,0,id3,id4
623,3600,7200,smallTrucks,0,id3,id4
624,3600,7200,taxi,0,id3,id1
625,3600,7200,buses,0,id3,id1
626,3600,7200,smallTrucks,0,id3,id1
627,3600,7200,smallTrucks,1,id1,id4
628,3600,7200,buses,0,id1,id4
629,3600,7200,taxi,20,id1,id4
630,3600,7200,motorcycles_scooters,47,id1,id4
631,3600,7200,others,0,id3,id1
632,3600,7200,motorela,17,id3,id1
633,3600,7200,jeepney,0,id3,id1
634,3600,7200,bicycle_tricycle,0,id3,id1
635,3600,7200,largeTrucks,0,id3,id1
636,3600,7200,smallTrucks,0,id3,id1
637,3600,7200,buses,0,id3,id1
638,3600,7200,taxi,0,id3,id1
639,3600,7200,motorcycles_scooters,7,id3,id1
640,3600,7200,cars_SUV,1,id3,id1
641,3600,7200,others,2,id1,id4
642,3600,7200,largeTrucks,0,id1,id4
643,3600,7200,bicycle_tricycle,7,id1,id4
644,3600,7200,jeepney,0,id1,id4
645,3600,7200,motorela,88,id1,id4
646,3600,7200,largeTrucks,0,id3,id1
647,3600,7200,bicycle_tricycle,0,id3,id1
648,3600,7200,jeepney,0,id3,id1
649,3600,7200,motorela,17,id3,id1
650,3600,7200,others,0,id3,id1
651,3600,7200,cars_SUV,0,id4,id2
652,3600,7200,motorcycles_scooters,0,id4,id2
653,3600,7200,taxi,0,id4,id2
654,3600,7200,taxi,0,id4,id2
